,axon_input,dendrite_input
9532295,9.0,101.0
9539868,40.0,216.0
9556700,196.0,55.0
9565674,14.0,111.0
9567051,59.0,167.0
9577562,48.0,74.0
9583435,130.0,59.0
9585013,89.0,114.0
9585036,25.0,61.0
9585145,26.0,81.0
9589146,42.0,406.0
9594273,15.0,76.0
9604434,42.0,24.0
9606496,7.0,78.0
9609048,143.0,28.0
9612903,52.0,95.0
9621307,38.0,137.0
9637388,26.0,229.0
9640873,56.0,164.0
9641919,60.0,150.0
9643439,41.0,81.0
9698907,23.0,120.0
9707941,69.0,47.0
9714476,101.0,36.0
9716858,16.0,0.0
9720614,62.0,177.0
9730873,94.0,45.0
9739780,18.0,126.0
9747418,41.0,77.0
9747710,64.0,223.0
9748269,11.0,0.0
9750356,10.0,71.0
9753418,30.0,173.0
9753494,12.0,141.0
9753530,43.0,276.0
9761454,28.0,198.0
9766793,169.0,49.0
9767705,20.0,2.0
9787592,23.0,44.0
9787859,33.0,67.0
9787933,35.0,127.0
9792178,31.0,122.0
9795662,59.0,117.0
9796812,186.0,42.0
9798791,28.0,279.0
9800031,27.0,96.0
9800178,36.0,75.0
9806510,16.0,37.0
9808022,20.0,0.0
9808146,34.0,88.0
9809626,103.0,46.0
9811608,13.0,148.0
9813188,121.0,47.0
9820270,13.0,0.0
9822593,40.0,120.0
9835169,18.0,0.0
9838294,2.0,0.0
9841469,5.0,81.0
9842000,1.0,127.0
9842383,19.0,93.0
9845997,15.0,89.0
9847388,94.0,51.0
9848760,80.0,311.0
9853425,9.0,0.0
9856062,18.0,55.0
9870483,25.0,123.0
9889095,88.0,49.0
9897223,135.0,80.0
9927082,13.0,56.0
9940382,29.0,50.0
9961098,64.0,41.0
9965610,36.0,158.0
9971209,45.0,86.0
9983191,98.0,58.0
9983417,17.0,44.0
10013517,36.0,201.0
10017944,72.0,33.0
10018150,31.0,49.0
10018161,6.0,4.0
10018260,251.0,107.0
10056280,191.0,59.0
10059655,66.0,97.0
10079731,55.0,77.0
10100020,30.0,126.0
10119916,95.0,452.0
10158972,35.0,206.0
10160250,37.0,75.0
10163418,75.0,345.0
10167078,37.0,322.0
10167116,40.0,44.0
10169396,42.0,48.0
10198121,17.0,132.0
10202724,51.0,240.0
10209260,51.0,121.0
10221622,17.0,27.0
10229852,19.0,28.0
10234576,27.0,31.0
10237401,6.0,64.0
10238739,27.0,41.0
10240382,23.0,20.0
10241716,0.0,0.0
10248031,30.0,43.0
10259967,73.0,66.0
10263287,27.0,78.0
10276161,28.0,240.0
10281116,25.0,249.0
10282065,19.0,167.0
10287315,3.0,88.0
10293348,37.0,90.0
10317031,38.0,30.0
10319019,34.0,99.0
10323628,43.0,119.0
10329208,1.0,124.0
10339991,17.0,280.0
10340880,86.0,148.0
10343101,26.0,67.0
10345590,28.0,95.0
10351681,30.0,301.0
10355356,21.0,46.0
10367190,28.0,63.0
10378182,3.0,39.0
10382686,17.0,85.0
10382824,19.0,19.0
10400440,6.0,75.0
10403609,23.0,127.0
10411574,34.0,248.0
10418394,0.0,69.0
10427055,54.0,87.0
10447988,24.0,52.0
10449035,16.0,37.0
10459723,0.0,115.0
10473853,7.0,38.0
10495502,25.0,291.0
10523825,18.0,110.0
10527147,2.0,72.0
10540188,51.0,95.0
10543751,71.0,222.0
10553248,56.0,282.0
10555409,22.0,274.0
10563755,0.0,65.0
10568310,34.0,73.0
10581624,65.0,195.0
10583715,52.0,100.0
10596949,29.0,103.0
10600188,42.0,80.0
10609443,22.0,82.0
10612094,47.0,365.0
10612630,10.0,44.0
10617840,13.0,75.0
10627239,23.0,164.0
10658673,12.0,85.0
10660512,20.0,61.0
10663559,4.0,77.0
10673895,365.0,320.0
10681487,23.0,46.0
10682411,29.0,85.0
10682660,96.0,248.0
10683313,24.0,112.0
10684539,21.0,83.0
10702736,86.0,261.0
10710503,49.0,103.0
10714526,16.0,118.0
10716080,30.0,76.0
10725068,48.0,260.0
10728318,48.0,41.0
10728323,6.0,75.0
10728328,89.0,277.0
10728333,64.0,405.0
10739296,9.0,55.0
10756813,10.0,61.0
10758204,93.0,157.0
10760217,17.0,32.0
10766722,19.0,10.0
10768709,37.0,145.0
10781924,119.0,174.0
10784285,24.0,60.0
10785260,20.0,104.0
10792336,33.0,45.0
10792617,33.0,102.0
10797407,25.0,54.0
10809383,97.0,189.0
10827212,53.0,156.0
10831005,0.0,1077.0
10842047,19.0,39.0
10842099,50.0,66.0
10852875,31.0,0.0
10855798,8.0,16.0
10865025,161.0,325.0
10868477,16.0,0.0
10870424,13.0,112.0
10872426,34.0,179.0
10875178,19.0,102.0
10875625,73.0,233.0
10877689,9.0,105.0
10880408,10.0,162.0
10882750,21.0,114.0
10885466,45.0,154.0
10893103,52.0,156.0
10915553,11.0,51.0
10918898,52.0,88.0
10921106,21.0,182.0
10922020,23.0,110.0
10922928,105.0,151.0
10929797,31.0,360.0
10934438,10.0,0.0
10937355,28.0,193.0
10944822,25.0,47.0
10945111,18.0,108.0
10945581,53.0,49.0
10945795,8.0,93.0
10946002,25.0,44.0
10947427,10.0,123.0
10949030,42.0,203.0
10949382,8.0,84.0
10955244,10.0,48.0
10958210,35.0,107.0
10959064,24.0,38.0
10961507,1.0,34.0
10963761,9.0,0.0
10964258,99.0,181.0
10982951,42.0,131.0
10986253,10.0,85.0
10990803,56.0,299.0
11003551,35.0,106.0
11003660,46.0,126.0
11003696,8.0,36.0
11003707,31.0,85.0
11004239,63.0,190.0
11007420,0.0,63.0
11009492,0.0,40.0
11011058,23.0,87.0
11013351,41.0,188.0
11013583,25.0,46.0
11017761,67.0,503.0
11018254,34.0,457.0
11022546,11.0,41.0
11027071,15.0,92.0
11029359,8.0,52.0
11029851,59.0,351.0
11037238,38.0,191.0
11050498,10.0,18.0
11051276,36.0,316.0
11051740,93.0,269.0
11067379,25.0,102.0
11073313,17.0,26.0
11079069,14.0,33.0
11081239,17.0,248.0
11084320,35.0,181.0
11102156,60.0,197.0
11105182,27.0,231.0
11123016,34.0,29.0
11135340,67.0,122.0
11137808,39.0,131.0
11144258,23.0,87.0
11146422,37.0,138.0
11157622,22.0,43.0
11178891,30.0,222.0
11184236,6.0,46.0
11193510,17.0,81.0
11195708,14.0,79.0
11197975,16.0,73.0
11210000,83.0,254.0
11216417,79.0,165.0
11217208,5.0,129.0
11229136,16.0,66.0
11234536,30.0,139.0
11248536,11.0,63.0
11257084,115.0,372.0
11261332,12.0,46.0
11263687,19.0,180.0
11271082,10.0,109.0
11278919,43.0,118.0
11279244,20.0,180.0
11286854,3.0,22.0
11291344,42.0,0.0
11291653,30.0,127.0
11303036,48.0,64.0
11306294,34.0,101.0
11329998,30.0,187.0
11333054,6.0,85.0
11348509,25.0,203.0
11356523,21.0,222.0
11359482,25.0,49.0
11361875,28.0,134.0
11362334,33.0,118.0
11362589,20.0,32.0
11389855,42.0,50.0
11409587,63.0,164.0
11455472,64.0,281.0
11464638,52.0,218.0
11465297,86.0,82.0
11468088,32.0,44.0
11476614,10.0,82.0
11524047,50.0,588.0
11525714,66.0,123.0
11528017,69.0,162.0
11543212,37.0,403.0
11600886,59.0,749.0
11605567,21.0,129.0
11605861,38.0,261.0
11623145,8.0,107.0
11624548,36.0,98.0
11625573,53.0,145.0
11637003,19.0,47.0
11639192,49.0,63.0
11645541,55.0,159.0
11656349,31.0,103.0
11671564,5.0,0.0
11687072,21.0,55.0
11691603,186.0,49.0
11691640,54.0,45.0
11703922,62.0,172.0
11714576,48.0,80.0
11717001,26.0,82.0
11717014,2.0,65.0
11717020,9.0,27.0
11717025,12.0,26.0
11717030,29.0,45.0
11717035,11.0,34.0
11717040,9.0,35.0
11717045,11.0,18.0
11719626,23.0,141.0
11725127,204.0,50.0
11725803,199.0,33.0
11736972,9.0,0.0
11745381,23.0,0.0
11756023,8.0,32.0
11782821,64.0,114.0
11785627,96.0,38.0
11788830,33.0,93.0
11813287,189.0,50.0
11821320,18.0,35.0
11826171,45.0,125.0
11838242,19.0,16.0
11841664,112.0,244.0
11851588,21.0,108.0
11853038,36.0,105.0
11871574,68.0,290.0
11874130,26.0,0.0
11876076,24.0,23.0
11889676,54.0,473.0
11891098,42.0,25.0
11905911,25.0,43.0
11908619,14.0,43.0
11909406,28.0,170.0
11934107,14.0,95.0
11934261,30.0,68.0
11941255,47.0,127.0
11946903,18.0,61.0
11986594,25.0,76.0
12000033,32.0,77.0
12026822,67.0,16.0
12030078,0.0,82.0
12031406,36.0,178.0
12049797,108.0,158.0
12073881,20.0,0.0
12089601,18.0,15.0
12121795,34.0,97.0
12122924,35.0,213.0
12138418,61.0,230.0
12156009,53.0,31.0
12178825,9.0,0.0
12195879,21.0,82.0
12199095,38.0,152.0
12217572,59.0,61.0
12225666,8.0,358.0
12233237,71.0,152.0
12252572,20.0,13.0
12253020,29.0,0.0
12260696,16.0,0.0
12262910,76.0,200.0
12273754,18.0,134.0
12279909,16.0,143.0
12279941,13.0,70.0
12281339,62.0,76.0
12293334,23.0,113.0
12299621,116.0,250.0
12299647,37.0,83.0
12299704,21.0,75.0
12299805,33.0,130.0
12300089,38.0,116.0
12325227,12.0,119.0
12335381,22.0,107.0
12336493,29.0,58.0
12356747,29.0,26.0
12360656,16.0,36.0
12364717,32.0,178.0
12366224,23.0,31.0
12366640,11.0,35.0
12367135,3.0,6.0
12367568,29.0,95.0
12371688,56.0,12.0
12387154,16.0,90.0
12389097,28.0,65.0
12390459,114.0,45.0
12398622,54.0,119.0
12420377,7.0,38.0
12420898,9.0,93.0
12422147,16.0,29.0
12422355,20.0,42.0
12424328,51.0,55.0
12424940,132.0,405.0
12425856,18.0,56.0
12452356,18.0,8.0
12474164,21.0,222.0
12474815,31.0,39.0
12475432,286.0,345.0
12476851,42.0,136.0
12478620,43.0,98.0
12479019,42.0,140.0
12498338,51.0,163.0
12500843,23.0,65.0
12509506,15.0,34.0
12548756,32.0,190.0
12551020,31.0,184.0
12585379,28.0,74.0
12587013,26.0,130.0
12598741,67.0,130.0
12612426,35.0,86.0
12617396,13.0,188.0
12634154,0.0,121.0
12654063,9.0,15.0
12667895,40.0,176.0
12670738,44.0,85.0
12704069,58.0,320.0
12704360,0.0,77.0
12726582,216.0,41.0
12736001,6.0,38.0
12740290,33.0,108.0
12745771,33.0,108.0
12746220,31.0,36.0
12782494,13.0,94.0
12789813,17.0,297.0
12805363,81.0,75.0
12813847,70.0,228.0
12832017,16.0,69.0
12839441,87.0,108.0
12840470,77.0,250.0
12842593,22.0,83.0
12866697,55.0,36.0
12868041,94.0,111.0
12869029,12.0,64.0
12871993,349.0,215.0
12882179,33.0,65.0
12882387,19.0,24.0
12884490,22.0,124.0
12923749,8.0,76.0
12928099,45.0,36.0
12935696,19.0,142.0
12935706,28.0,79.0
12948470,32.0,54.0
12962772,27.0,90.0
12990900,12.0,26.0
12998937,25.0,147.0
13003574,13.0,90.0
13007383,12.0,29.0
13028455,19.0,78.0
13038489,50.0,119.0
13045287,10.0,82.0
13046354,17.0,73.0
13046847,18.0,69.0
13049485,4.0,70.0
13081886,13.0,239.0
13084891,19.0,11.0
13137623,20.0,9.0
13167025,32.0,60.0
13167730,21.0,88.0
13173311,11.0,65.0
13191017,27.0,44.0
13197236,33.0,267.0
13199414,29.0,152.0
13206239,50.0,91.0
13210358,22.0,157.0
13242252,5.0,25.0
13242336,42.0,55.0
13313410,32.0,42.0
13358515,5.0,16.0
13365464,56.0,193.0
13369670,32.0,117.0
13370624,22.0,49.0
13380660,17.0,194.0
13395814,14.0,49.0
13405613,26.0,116.0
13411394,46.0,109.0
13411445,61.0,155.0
13411525,15.0,113.0
13422280,5.0,78.0
13429045,14.0,112.0
13535380,1.0,82.0
13535387,1.0,60.0
13557064,79.0,397.0
13564607,59.0,215.0
13580849,21.0,96.0
13589251,15.0,149.0
13634759,67.0,95.0
13644685,14.0,36.0
13645610,31.0,42.0
13646473,29.0,68.0
13652117,48.0,99.0
13665529,12.0,139.0
13674287,78.0,170.0
13675374,39.0,91.0
13713529,12.0,107.0
13714311,40.0,97.0
13718916,20.0,60.0
13722516,28.0,42.0
13722900,76.0,107.0
13724377,18.0,46.0
13727202,12.0,285.0
13736919,34.0,59.0
13743125,40.0,295.0
13744425,10.0,0.0
13749806,32.0,147.0
13751194,5.0,83.0
13760954,9.0,121.0
13763548,31.0,75.0
13764822,29.0,117.0
13768622,46.0,64.0
13774384,21.0,58.0
13775497,14.0,90.0
13789482,11.0,70.0
13793212,0.0,61.0
13795090,14.0,99.0
13803032,65.0,180.0
13806524,40.0,108.0
13818467,24.0,53.0
13830600,16.0,83.0
13832416,10.0,54.0
13833814,33.0,61.0
13834125,26.0,94.0
13835439,8.0,79.0
13836327,30.0,187.0
13841523,5.0,80.0
13842372,37.0,73.0
13849274,20.0,6.0
13849557,127.0,136.0
13852833,75.0,129.0
13854190,16.0,90.0
13858797,64.0,233.0
13858824,22.0,103.0
13863331,35.0,251.0
13948718,8.0,61.0
13950464,26.0,30.0
13953184,20.0,80.0
13953356,12.0,86.0
13953546,63.0,136.0
13966828,31.0,37.0
13968203,22.0,75.0
13986477,33.0,117.0
13986583,38.0,126.0
13988443,53.0,141.0
14000746,37.0,548.0
14034206,39.0,239.0
14034311,42.0,173.0
14039007,30.0,79.0
14071449,59.0,131.0
14071613,24.0,189.0
14073503,34.0,263.0
14077179,76.0,425.0
14077615,83.0,240.0
14082322,87.0,785.0
14083681,69.0,229.0
14127447,93.0,317.0
14133114,47.0,71.0
14154154,21.0,188.0
14158399,102.0,370.0
14162492,34.0,81.0
14206030,80.0,278.0
14214039,93.0,212.0
14241490,46.0,98.0
14255342,64.0,37.0
14260575,65.0,167.0
14270761,35.0,34.0
14313750,50.0,424.0
14319185,69.0,301.0
14319498,16.0,49.0
14319960,74.0,45.0
14328512,15.0,124.0
14329745,34.0,134.0
14333371,27.0,62.0
14333495,56.0,175.0
14334367,103.0,392.0
14338439,38.0,67.0
14342744,10.0,259.0
14374534,23.0,44.0
14434314,32.0,84.0
14437742,73.0,277.0
14450919,5.0,69.0
14451162,35.0,59.0
14460113,97.0,50.0
14461238,35.0,88.0
14492757,81.0,327.0
14492880,81.0,143.0
14493841,28.0,151.0
14495367,28.0,172.0
14501257,13.0,101.0
14514597,67.0,76.0
14517691,16.0,187.0
14519048,117.0,69.0
14519756,16.0,250.0
14522124,108.0,82.0
14522404,66.0,75.0
14531828,5.0,71.0
14539753,33.0,109.0
14540633,101.0,314.0
14541927,67.0,148.0
14570370,16.0,30.0
14579509,17.0,74.0
14586769,16.0,89.0
14588375,23.0,45.0
14604028,16.0,136.0
14617508,121.0,257.0
14621584,24.0,122.0
14638686,22.0,32.0
14651659,17.0,119.0
14655602,47.0,151.0
14656798,89.0,278.0
14680483,117.0,224.0
14723506,19.0,63.0
14726012,33.0,0.0
14726069,97.0,108.0
14753815,43.0,78.0
14754777,40.0,202.0
14755393,21.0,65.0
14756000,79.0,37.0
14756061,38.0,227.0
14756440,9.0,54.0
14757050,12.0,112.0
14757992,45.0,288.0
14758420,45.0,72.0
14759661,11.0,50.0
14760757,32.0,96.0
14762026,3.0,102.0
14782250,8.0,29.0
14797760,12.0,88.0
14818307,17.0,135.0
14891367,44.0,102.0
14898295,82.0,65.0
14898816,186.0,47.0
14913093,45.0,149.0
14914182,7.0,33.0
14938436,55.0,103.0
14948339,64.0,155.0
14981128,65.0,27.0
14995061,12.0,23.0
14999928,57.0,83.0
15005403,18.0,138.0
15018449,21.0,37.0
15023806,22.0,60.0
15023987,48.0,157.0
15028907,29.0,24.0
15048530,27.0,102.0
15055590,23.0,63.0
15063529,10.0,52.0
15068806,14.0,31.0
15096548,31.0,35.0
15155348,12.0,32.0
15202263,1.0,84.0
15225589,34.0,167.0
15250080,75.0,75.0
15253921,49.0,224.0
15315491,21.0,194.0
15334461,17.0,59.0
15343835,70.0,135.0
15365184,14.0,73.0
15398730,47.0,276.0
15398807,2.0,0.0
15404207,162.0,136.0
15409328,8.0,0.0
15421363,83.0,615.0
15431408,34.0,27.0
15431795,17.0,51.0
15434200,2.0,0.0
15445198,6.0,0.0
15451084,2.0,0.0
15458316,9.0,0.0
15461769,11.0,0.0
15467736,56.0,224.0
15468308,26.0,174.0
15474790,21.0,30.0
15478720,81.0,243.0
15480928,37.0,432.0
15481779,63.0,119.0
15488316,88.0,165.0
15505837,5.0,0.0
15506094,7.0,0.0
15507888,9.0,0.0
15508475,12.0,0.0
15508735,5.0,0.0
15510288,52.0,413.0
15512404,65.0,63.0
15512408,12.0,133.0
15513540,29.0,107.0
15514582,5.0,120.0
15516413,16.0,49.0
15517247,42.0,33.0
15519213,30.0,119.0
15522152,43.0,169.0
15522777,8.0,0.0
15524629,21.0,72.0
15525711,8.0,63.0
15525794,26.0,121.0
15525858,3.0,0.0
15530882,4.0,0.0
15531033,0.0,0.0
15531916,0.0,0.0
15532105,0.0,0.0
15533421,11.0,0.0
15539984,132.0,44.0
15541944,12.0,0.0
15541971,49.0,69.0
15541976,0.0,0.0
15542199,0.0,0.0
15542354,6.0,0.0
15543068,9.0,0.0
15543394,35.0,0.0
15546924,22.0,0.0
15547235,22.0,56.0
15547732,4.0,0.0
15548107,0.0,0.0
15548694,3.0,0.0
15548844,50.0,180.0
15553218,35.0,73.0
15556081,47.0,0.0
15556861,25.0,104.0
15556868,17.0,0.0
15559195,5.0,0.0
15560623,10.0,107.0
15561413,5.0,0.0
15562137,4.0,0.0
15563553,4.0,0.0
15564661,14.0,0.0
15564706,19.0,0.0
15564782,17.0,0.0
15564807,14.0,0.0
15564882,7.0,0.0
15564911,12.0,0.0
15566333,77.0,80.0
15567466,5.0,0.0
15568134,58.0,81.0
15568333,74.0,141.0
15569561,5.0,0.0
15571194,276.0,516.0
15572414,10.0,0.0
15573283,12.0,0.0
15573331,14.0,0.0
15573381,4.0,0.0
15573396,23.0,0.0
15573450,5.0,0.0
15574199,6.0,0.0
15574231,19.0,0.0
15574328,17.0,0.0
15574508,11.0,0.0
15574941,17.0,0.0
15575052,5.0,0.0
15575232,10.0,0.0
15575327,12.0,0.0
15576194,2.0,0.0
15576292,21.0,45.0
15577444,31.0,109.0
15585114,15.0,70.0
15586536,6.0,0.0
15586914,6.0,37.0
15586949,10.0,37.0
15587166,6.0,0.0
15587533,30.0,160.0
15588389,45.0,108.0
15588620,44.0,262.0
15588691,8.0,0.0
15588711,17.0,60.0
15588800,10.0,0.0
15589362,9.0,0.0
15589411,10.0,0.0
15589591,25.0,25.0
15589738,36.0,58.0
15590555,104.0,170.0
15590761,1.0,0.0
15590793,13.0,38.0
15592096,215.0,87.0
15592696,5.0,0.0
15594038,7.0,0.0
15594113,82.0,66.0
15594123,28.0,0.0
15595607,11.0,0.0
15595823,13.0,0.0
15595950,84.0,0.0
15599768,16.0,59.0
15601640,35.0,80.0
15605297,26.0,120.0
15605301,38.0,97.0
15605657,13.0,0.0
15605987,78.0,473.0
15606239,45.0,268.0
15606918,5.0,0.0
15607180,40.0,0.0
15607335,36.0,94.0
15608355,5.0,25.0
15608953,17.0,153.0
15609427,0.0,0.0
15609885,9.0,0.0
15610387,27.0,0.0
15610774,17.0,105.0
15611642,2.0,0.0
15611791,10.0,0.0
15612241,15.0,0.0
15612283,24.0,107.0
15615042,13.0,0.0
15615081,5.0,0.0
15615305,9.0,0.0
15615475,6.0,0.0
15615589,16.0,0.0
15615776,10.0,0.0
15615877,10.0,0.0
15617305,104.0,396.0
15617459,21.0,0.0
15618614,6.0,265.0
15618756,19.0,0.0
15618976,7.0,0.0
15620432,2.0,0.0
15620606,22.0,0.0
15623649,89.0,408.0
15629241,33.0,0.0
15629355,3.0,0.0
15629759,21.0,45.0
15629888,2.0,0.0
15632120,26.0,206.0
15632282,45.0,50.0
15633329,41.0,119.0
15636411,14.0,56.0
15636958,23.0,189.0
15637893,23.0,0.0
15638520,24.0,0.0
15638742,18.0,0.0
15638906,28.0,117.0
15638932,15.0,79.0
15638968,36.0,0.0
15639020,7.0,0.0
15639171,24.0,0.0
15639216,26.0,103.0
15639275,23.0,0.0
15639294,61.0,85.0
15639331,22.0,76.0
15639548,13.0,0.0
15640425,12.0,0.0
15640548,37.0,0.0
15640567,13.0,0.0
15640724,19.0,0.0
15640893,6.0,0.0
15641926,22.0,0.0
15645825,9.0,0.0
15651438,11.0,0.0
15652529,21.0,0.0
15653288,10.0,0.0
15653432,16.0,0.0
15653927,13.0,0.0
15655801,15.0,58.0
15656223,25.0,36.0
15656435,9.0,0.0
15656826,29.0,68.0
15658013,14.0,0.0
15662776,40.0,52.0
15668309,114.0,218.0
15668497,11.0,73.0
15668869,33.0,114.0
15669682,13.0,37.0
15671481,40.0,0.0
15671848,12.0,0.0
15672153,14.0,0.0
15672263,56.0,37.0
15672269,42.0,134.0
15672957,10.0,0.0
15673454,31.0,53.0
15673867,15.0,0.0
15673925,6.0,0.0
15674083,11.0,0.0
15674262,22.0,0.0
15674269,18.0,59.0
15674282,21.0,49.0
15675901,9.0,0.0
15676016,44.0,23.0
15676571,18.0,89.0
15677030,10.0,0.0
15677323,7.0,0.0
15678441,9.0,0.0
15678833,23.0,0.0
15678849,20.0,0.0
15679484,5.0,0.0
15679577,25.0,0.0
15679639,9.0,181.0
15680043,10.0,1.0
15680093,3.0,0.0
15680292,20.0,40.0
15680710,9.0,0.0
15681740,7.0,0.0
15683275,38.0,205.0
15684934,54.0,153.0
15686444,20.0,61.0
15686512,11.0,0.0
15688358,3.0,0.0
15688523,31.0,74.0
15689046,29.0,60.0
15689373,7.0,0.0
15690093,8.0,0.0
15690392,4.0,0.0
15690711,3.0,0.0
15690955,7.0,0.0
15691114,52.0,56.0
15698623,38.0,0.0
15699715,17.0,0.0
15700147,23.0,0.0
15706875,47.0,85.0
15711222,3.0,0.0
15711289,22.0,0.0
15712024,8.0,0.0
15713206,5.0,0.0
15713374,10.0,0.0
15714173,35.0,0.0
15714330,7.0,0.0
15714639,71.0,0.0
15714845,5.0,0.0
15715151,9.0,0.0
15715643,5.0,0.0
15715796,7.0,0.0
15716094,9.0,0.0
15716127,2.0,0.0
15716309,9.0,0.0
15716701,12.0,0.0
15716934,73.0,0.0
15717229,8.0,0.0
15717426,9.0,0.0
15717736,16.0,0.0
15717935,9.0,0.0
15718275,7.0,0.0
15718981,24.0,76.0
15721919,131.0,53.0
15722306,51.0,26.0
15722867,131.0,24.0
15722990,49.0,32.0
15723479,55.0,0.0
15723727,21.0,0.0
15724175,22.0,0.0
15724385,52.0,0.0
15724520,27.0,0.0
15724636,24.0,0.0
15725127,22.0,0.0
15725545,35.0,0.0
15725673,8.0,0.0
15727304,21.0,0.0
15728017,13.0,0.0
15730645,35.0,0.0
15730680,8.0,0.0
15732050,10.0,52.0
15732471,44.0,100.0
15732485,17.0,47.0
15732497,37.0,94.0
15732503,20.0,142.0
15732509,17.0,177.0
15734988,113.0,37.0
15736147,10.0,0.0
15736398,21.0,83.0
15741865,52.0,332.0
15743905,21.0,0.0
15746421,80.0,0.0
15748726,4.0,0.0
15762568,23.0,0.0
15766806,42.0,194.0
15766999,64.0,0.0
15769419,20.0,0.0
15769680,20.0,0.0
15770032,3.0,0.0
15770140,136.0,182.0
15770904,15.0,0.0
15770945,52.0,0.0
15792643,20.0,170.0
15800115,15.0,103.0
15810983,11.0,206.0
15823055,34.0,70.0
15825861,35.0,65.0
15825892,19.0,38.0
15829660,26.0,69.0
15861524,94.0,37.0
15894178,89.0,96.0
15894278,21.0,119.0
15897280,8.0,174.0
15914721,29.0,0.0
15934458,28.0,131.0
15938337,6.0,0.0
15964206,5.0,54.0
15974183,27.0,67.0
15982306,6.0,0.0
15983156,36.0,0.0
15983225,6.0,0.0
15984231,4.0,0.0
15984797,6.0,0.0
15985265,10.0,85.0
15994926,6.0,0.0
15995327,13.0,0.0
15995404,8.0,0.0
15995861,13.0,0.0
15995929,2.0,0.0
15995958,24.0,52.0
15996160,5.0,0.0
15996271,5.0,0.0
15996518,18.0,0.0
15997645,12.0,0.0
15997666,16.0,0.0
15997692,8.0,0.0
15997807,6.0,0.0
15997929,8.0,0.0
15997983,8.0,0.0
15998100,8.0,0.0
15998218,6.0,0.0
15998261,5.0,0.0
15998307,9.0,0.0
15998319,4.0,0.0
15998469,9.0,0.0
15998753,4.0,0.0
15998768,8.0,0.0
15998782,10.0,0.0
15998817,10.0,0.0
15998899,19.0,0.0
15998913,17.0,0.0
16007457,50.0,40.0
16014607,11.0,64.0
16014701,47.0,34.0
16015738,89.0,48.0
16017113,69.0,47.0
16026677,34.0,243.0
16039470,196.0,35.0
16045758,11.0,53.0
16051878,34.0,45.0
16057212,16.0,92.0
16058860,120.0,36.0
16059078,10.0,132.0
16059134,37.0,175.0
16070049,63.0,129.0
16087799,13.0,65.0
16089738,75.0,119.0
16089743,128.0,121.0
16095576,9.0,66.0
16096934,9.0,74.0
16098538,18.0,103.0
16100103,31.0,101.0
16100461,74.0,200.0
16115255,11.0,65.0
16115501,5.0,0.0
16115575,76.0,47.0
16131474,10.0,64.0
16141217,19.0,42.0
16154290,19.0,89.0
16158918,36.0,106.0
16160495,29.0,147.0
16167914,28.0,127.0
16176721,4.0,39.0
16178283,103.0,372.0
16181130,75.0,86.0
16181377,67.0,202.0
16188942,27.0,45.0
16195633,28.0,345.0
16210988,105.0,49.0
16223537,170.0,1282.0
16223688,36.0,63.0
16240569,173.0,86.0
16259595,16.0,181.0
16260741,43.0,117.0
16267292,0.0,0.0
16278312,8.0,169.0
16283590,19.0,31.0
16288872,20.0,0.0
16295025,11.0,178.0
16297403,24.0,82.0
16303262,12.0,0.0
16316916,38.0,131.0
16316973,6.0,71.0
16316981,17.0,77.0
16318521,70.0,145.0
16327998,233.0,108.0
16335254,33.0,43.0
16339338,20.0,267.0
16339645,82.0,149.0
16340011,16.0,67.0
16340461,21.0,198.0
16340977,28.0,81.0
16340998,53.0,186.0
16341399,17.0,0.0
16341507,5.0,0.0
16341966,6.0,0.0
16342197,28.0,148.0
16345627,10.0,79.0
16347283,16.0,39.0
16347476,20.0,40.0
16347786,7.0,125.0
16348875,22.0,68.0
16350988,56.0,150.0
16353832,148.0,182.0
16355225,3.0,61.0
16356967,38.0,104.0
16361363,28.0,102.0
16362243,33.0,0.0
16366055,21.0,17.0
16369928,17.0,81.0
16383966,41.0,37.0
16385470,93.0,170.0
16386470,66.0,39.0
16388736,24.0,127.0
16393165,19.0,93.0
16399845,44.0,243.0
16405545,28.0,326.0
16409132,20.0,57.0
16415910,60.0,208.0
16422727,19.0,75.0
16422744,50.0,45.0
16424131,17.0,82.0
16427492,30.0,144.0
16428373,5.0,62.0
16431065,6.0,43.0
16433177,25.0,242.0
16433696,25.0,164.0
16434560,26.0,31.0
16434824,9.0,52.0
16434842,0.0,135.0
16435325,15.0,51.0
16435686,29.0,117.0
16435965,149.0,50.0
16438190,94.0,65.0
16440649,90.0,51.0
16440704,64.0,32.0
16442113,45.0,72.0
16442344,2.0,0.0
16443509,21.0,255.0
16444327,154.0,22.0
16444544,36.0,84.0
16444548,25.0,83.0
16444552,48.0,76.0
16444754,6.0,67.0
16444758,10.0,74.0
16445073,35.0,98.0
16445338,63.0,143.0
16450562,13.0,34.0
16457812,53.0,42.0
16463097,4.0,43.0
16464284,11.0,150.0
16468935,85.0,97.0
16471422,19.0,170.0
16472086,81.0,194.0
16474159,19.0,59.0
16475849,236.0,350.0
16484888,36.0,58.0
16485079,85.0,121.0
16485518,46.0,26.0
16486385,42.0,140.0
16490014,8.0,31.0
16492104,11.0,106.0
16494105,16.0,63.0
16501652,6.0,53.0
16515871,10.0,424.0
16520950,42.0,164.0
16540741,24.0,60.0
16541149,56.0,71.0
16544462,23.0,111.0
16544485,21.0,95.0
16544712,14.0,38.0
16545101,55.0,99.0
16545113,11.0,155.0
16545179,26.0,66.0
